	case	comparison	SNF: FDA & CGC
204876	MO_1410	ACH-000341	0.9979625912187452
205002	MO_1410	ACH-000595	0.9979631003218669
204837	MO_1410	ACH-000238	0.9979631742264704
205011	MO_1410	ACH-000614	0.9979638985881147
205013	MO_1410	ACH-000616	0.9979642834476508
204848	MO_1410	ACH-000259	0.9979646267696816
204935	MO_1410	ACH-000451	0.9979654617607062
204810	MO_1410	ACH-000171	0.9979657618651017
204828	MO_1410	ACH-000217	0.9979659188081889
204863	MO_1410	ACH-000304	0.9979660777182173
204833	MO_1410	ACH-000228	0.9979670489264851
205097	MO_1410	ACH-000784	0.9979670843330674
205168	MO_1410	ACH-000926	0.9979671245327673
205070	MO_1410	ACH-000724	0.9979672109400661
204791	MO_1410	ACH-000116	0.9979673052081885
205020	MO_1410	ACH-000627	0.9979673745403304
205054	MO_1410	ACH-000691	0.997967724074254
204818	MO_1410	ACH-000189	0.9979680844384992
204878	MO_1410	ACH-000347	0.9979688896695671
205202	MO_1410	ACH-001126	0.9979690225451152
204983	MO_1410	ACH-000560	0.9979690901594463
205037	MO_1410	ACH-000663	0.9979694812624651
205032	MO_1410	ACH-000651	0.9979703053410374
205106	MO_1410	ACH-000802	0.9979703702976075
204980	MO_1410	ACH-000555	0.9979717143976586
204931	MO_1410	ACH-000447	0.9979718299415855
204927	MO_1410	ACH-000438	0.99797217506779
205018	MO_1410	ACH-000624	0.9979726845990708
204777	MO_1410	ACH-000087	0.9979736897976695
204763	MO_1410	ACH-000021	0.9979736905238329
205073	MO_1410	ACH-000729	0.9979737158329788
204978	MO_1410	ACH-000548	0.9979738603391523
205136	MO_1410	ACH-000860	0.9979743909755899
205040	MO_1410	ACH-000667	0.9979746479666609
205188	MO_1410	ACH-000986	0.9979746871757212
204857	MO_1410	ACH-000290	0.9979747149725066
204770	MO_1410	ACH-000052	0.9979750810770244
205185	MO_1410	ACH-000976	0.9979754637337382
204782	MO_1410	ACH-000100	0.9979756733378969
205154	MO_1410	ACH-000892	0.997975804322034
204960	MO_1410	ACH-000514	0.997976365770803
204827	MO_1410	ACH-000212	0.9979769425973056
204825	MO_1410	ACH-000210	0.997977603838423
204996	MO_1410	ACH-000581	0.9979777902633268
204946	MO_1410	ACH-000481	0.9979780508259646
205128	MO_1410	ACH-000848	0.9979781201635934
205126	MO_1410	ACH-000846	0.9979781513830915
205072	MO_1410	ACH-000727	0.9979782100969037
204814	MO_1410	ACH-000181	0.9979782861366597
204850	MO_1410	ACH-000265	0.9979785224884105
204998	MO_1410	ACH-000585	0.99797857517303
204889	MO_1410	ACH-000359	0.9979789616409528
205069	MO_1410	ACH-000722	0.9979794331724545
204838	MO_1410	ACH-000242	0.9979796473792775
204951	MO_1410	ACH-000488	0.9979797065117797
204869	MO_1410	ACH-000319	0.9979800675945388
204794	MO_1410	ACH-000121	0.9979802631854239
204961	MO_1410	ACH-000515	0.997980347513417
204829	MO_1410	ACH-000219	0.997980504294859
205196	MO_1410	ACH-001039	0.9979805055194294
204902	MO_1410	ACH-000391	0.9979806746497222
204894	MO_1410	ACH-000374	0.9979815469533712
205127	MO_1410	ACH-000847	0.9979817543321371
204861	MO_1410	ACH-000298	0.9979818962826157
204892	MO_1410	ACH-000364	0.9979831686752856
205029	MO_1410	ACH-000647	0.9979832738633552
205200	MO_1410	ACH-001090	0.9979836757326478
204768	MO_1410	ACH-000042	0.9979838263966073
204841	MO_1410	ACH-000248	0.9979841800663605
205085	MO_1410	ACH-000756	0.997984208246186
205120	MO_1410	ACH-000828	0.9979842313456448
204939	MO_1410	ACH-000465	0.9979842596819947
205086	MO_1410	ACH-000759	0.9979844712678653
205028	MO_1410	ACH-000643	0.9979850101752158
204811	MO_1410	ACH-000174	0.9979851370998082
204821	MO_1410	ACH-000196	0.9979854472871064
204846	MO_1410	ACH-000257	0.9979854589164326
205026	MO_1410	ACH-000639	0.997985472634843
205045	MO_1410	ACH-000674	0.9979860226283966
205005	MO_1410	ACH-000601	0.9979861821266195
204854	MO_1410	ACH-000277	0.9979864695077751
205067	MO_1410	ACH-000719	0.9979865912079102
204839	MO_1410	ACH-000243	0.997986714729061
204984	MO_1410	ACH-000561	0.9979870173810969
204919	MO_1410	ACH-000427	0.9979873093318503
205178	MO_1410	ACH-000957	0.997987635582839
205049	MO_1410	ACH-000679	0.9979877952704087
205142	MO_1410	ACH-000867	0.997988260641165
205165	MO_1410	ACH-000917	0.9979884017480547
204917	MO_1410	ACH-000424	0.9979892651170483
204897	MO_1410	ACH-000379	0.9979896372749076
205031	MO_1410	ACH-000650	0.9979897984741327
205053	MO_1410	ACH-000689	0.9979898576358
204997	MO_1410	ACH-000584	0.9979899867912351
205186	MO_1410	ACH-000979	0.997990237128373
204874	MO_1410	ACH-000332	0.9979902654719888
204788	MO_1410	ACH-000111	0.9979902826928294
205129	MO_1410	ACH-000849	0.9979904607121695
205066	MO_1410	ACH-000718	0.9979904782996863
205022	MO_1410	ACH-000631	0.9979907251791444
205108	MO_1410	ACH-000809	0.99799077773398
205016	MO_1410	ACH-000621	0.9979907860907967
205100	MO_1410	ACH-000789	0.9979908312060239
